Region Code,Provider Code,Provider Name,Total number of incomplete pathways,Total within 18 weeks,Total 52 plus weeks,% within 18 weeks,% 52 plus weeks,Month
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,149602,89414,4492,59.767917541209336,3.002633654630286,July-2025
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,858,856,0,99.76689976689977,0.0,July-2025
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,98624,60178,3466,61.01760220635951,3.5143575600259576,July-2025
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,78450,48020,1414,61.210962396430844,1.8024219247928617,July-2025
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,60438,40136,506,66.40855091167809,0.8372216155398922,July-2025
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,118292,80334,78,67.91160856186387,0.06593852500591756,July-2025
Y58,RVJ,NORTH BRISTOL NHS TRUST,88094,57988,318,65.82514132631053,0.36097804617794627,July-2025
Y59,R1F,ISLE OF WIGHT NHS TRUST,27520,17386,186,63.17587209302326,0.6758720930232558,July-2025
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,60944,33760,2756,55.39511682856393,4.522184300341297,July-2025
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,27922,20428,248,73.16094835613495,0.8881885251772796,July-2025
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,143176,79030,4052,55.19779851371738,2.8300832541766776,July-2025
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,126004,79914,3196,63.42179613345608,2.536427415002698,July-2025
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,117598,67038,4592,57.00607153182877,3.9048283134066906,July-2025
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,73526,58752,86,79.90642765824335,0.11696542719582187,July-2025
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,101120,59358,3800,58.70055379746836,3.757911392405063,July-2025
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,64658,38930,2090,60.209100188685085,3.2323919700578427,July-2025
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,78670,42252,3512,53.70789373331638,4.464217617897546,July-2025
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,37454,23696,702,63.26694078069098,1.874299140278742,July-2025
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,173880,101898,5612,58.60248447204969,3.2275132275132274,July-2025
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,111736,64294,1954,57.540989475191516,1.7487649459440109,July-2025
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,104356,59136,2076,56.66756104105178,1.9893441680401702,July-2025
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,159976,87810,4174,54.88948342251337,2.609141371205681,July-2025
Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,8116,7516,0,92.60719566288812,0.0,July-2025
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,96612,68050,6,70.43638471411418,0.006210408644888833,July-2025
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,164,164,0,100.0,0.0,July-2025
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,124146,78986,1710,63.62347558519807,1.3774104683195594,July-2025
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,101658,59032,2704,58.069212457455386,2.6598988766255482,July-2025
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,229758,118030,11768,51.37144299654419,5.121910880143455,July-2025
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,6386,6382,0,99.93736298152209,0.0,July-2025
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,206,194,0,94.1747572815534,0.0,July-2025
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,17050,11782,144,69.10263929618769,0.844574780058651,July-2025
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,56616,40264,92,71.11770524233432,0.16249823371485092,July-2025
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,63654,37610,2000,59.08505357086751,3.141986363779181,July-2025
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,66602,43664,1418,65.55959280502087,2.1290651932374405,July-2025
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,131274,83714,3078,63.77043435866965,2.3447141094199915,July-2025
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,72154,45394,772,62.91265903484214,1.0699337528064972,July-2025
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,152258,88408,3354,58.06460087483087,2.2028399164575916,July-2025
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,34596,16496,2590,47.68181292634986,7.486414614406289,July-2025
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,156868,86552,4394,55.1750516357702,2.8010811637810136,July-2025
Y60,RLQ,WYE VALLEY NHS TRUST,45408,27870,1434,61.37684989429175,3.1580338266384773,July-2025
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,41050,25550,742,62.24116930572473,1.8075517661388552,July-2025
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,93676,59082,558,63.07058371407831,0.5956701823305863,July-2025
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,51648,32612,506,63.14281288723668,0.9797087980173482,July-2025
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,86880,54638,1176,62.889042357274406,1.3535911602209945,July-2025
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,98,96,0,97.95918367346938,0.0,July-2025
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,52022,29712,510,57.11429779708585,0.9803544654184768,July-2025
Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,14262,13792,6,96.70452951900155,0.04206983592763988,July-2025
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,26690,16104,892,60.33720494567254,3.3420756837766956,July-2025
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,202462,108508,10984,53.59425472434334,5.4252155960130795,July-2025
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,197664,114934,4278,58.146146996924074,2.164278776104905,July-2025
Y60,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,139522,76098,3764,54.54193603876091,2.697782428577572,July-2025
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,219230,117144,6404,53.43429275190439,2.921133056607216,July-2025
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,111332,65858,1848,59.15460065390005,1.659900118564294,July-2025
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,163062,102980,3568,63.15389238449178,2.1881247623603293,July-2025
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,127610,73500,2044,57.5973669775096,1.6017553483269336,July-2025
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,69484,39160,888,56.358298313280756,1.277992055725059,July-2025
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,31328,21284,114,67.93922369765066,0.3638917262512768,July-2025
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,347534,172732,25132,49.70218741187912,7.23152267116311,July-2025
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,175464,103406,4294,58.93288651803219,2.4472256417270777,July-2025
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",56082,31518,1090,56.19985021932171,1.9435826111764916,July-2025
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,69410,34712,3910,50.01008500216108,5.633194064255871,July-2025
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,184480,105112,5844,56.977450130095406,3.1678230702515178,July-2025
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,12738,8608,110,67.57732768095462,0.8635578583765112,July-2025
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,157792,90310,3096,57.23357331170148,1.9620766578787265,July-2025
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,70334,36988,3508,52.58907498507123,4.987630449000483,July-2025
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,70436,39632,3340,56.266681810437845,4.741893349991481,July-2025
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,133802,78264,5382,58.492399216753114,4.022361399680125,July-2025
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,163668,87744,7782,53.6109685460811,4.75474741549967,July-2025
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,93576,48694,4804,52.036847054800376,5.133794990168419,July-2025
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,672,322,132,47.91666666666667,19.642857142857142,July-2025
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,93554,60600,1444,64.77542381939843,1.543493597280715,July-2025
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,103548,64526,1492,62.315061613937495,1.4408776606018465,July-2025
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,372176,198534,13994,53.34411676196208,3.7600490090709773,July-2025
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,94624,58474,2510,61.79616165032127,2.6526039905309435,July-2025
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,151162,96212,3986,63.648271390958044,2.636906100739604,July-2025
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,10158,7466,90,73.49872022051585,0.8860011813349086,July-2025
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,36044,21008,778,58.28431916546444,2.1584729774719786,July-2025
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,84228,45618,4106,54.1601367716199,4.87486346583084,July-2025
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,5470,5120,4,93.60146252285192,0.07312614259597806,July-2025
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,131596,73500,5014,55.85276148211192,3.8101462050518253,July-2025
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,2308,2230,0,96.62045060658578,0.0,July-2025
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,32820,15182,1958,46.25837903717245,5.965874466788543,July-2025
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,28466,17922,234,62.95931989039556,0.8220333028876554,July-2025
Y62,RJN,EAST CHESHIRE NHS TRUST,33936,20272,764,59.73597359735974,2.2512965582272515,July-2025
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,69978,35142,5978,50.21864014404527,8.542684843808054,July-2025
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,274678,147158,10132,53.574731139734524,3.6886827485273663,July-2025
Y62,RMC,BOLTON NHS FOUNDATION TRUST,75130,42966,2460,57.18887262079063,3.274324504192733,July-2025
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,34406,24650,0,71.64448061384641,0.0,July-2025
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",97680,55178,3614,56.48853398853399,3.6998361998362,July-2025
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,69872,47104,970,67.41470116784978,1.3882528051293794,July-2025
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,82,82,0,100.0,0.0,July-2025
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,4712,4348,0,92.27504244482174,0.0,July-2025
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,69544,39508,1866,56.810077073507415,2.683193373979064,July-2025
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,66622,38098,3234,57.18531416048752,4.85425234907388,July-2025
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,81028,45610,3810,56.289183985782685,4.702078293923089,July-2025
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,129146,70420,4070,54.52743406687005,3.1514719774518767,July-2025
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,114736,70184,4200,61.16999023846047,3.660577325338168,July-2025
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,118262,89036,56,75.28707446178822,0.04735248854238893,July-2025
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,66298,43920,386,66.24634227276842,0.5822196748016532,July-2025
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,110804,64924,3516,58.59355257932927,3.1731706436590734,July-2025
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,39766,28590,10,71.8955891968013,0.025147110596992404,July-2025
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,28276,20204,112,71.45282218135522,0.39609562880181076,July-2025
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,24516,16304,650,66.50350791319954,2.651329743840757,July-2025
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,51946,35736,332,68.79451738343664,0.6391252454471952,July-2025
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,62616,41636,1198,66.49418678931902,1.9132490098377413,July-2025
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,78228,46824,1790,59.85580610523087,2.2881832591910825,July-2025
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,75856,42422,2440,55.92438304155242,3.2166209660409195,July-2025
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,113994,69882,3486,61.3032264856045,3.0580556871414286,July-2025
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,26688,18316,70,68.6300959232614,0.26229016786570747,July-2025
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,176258,116562,4632,66.13146637315754,2.6279658228279,July-2025
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,176102,129712,2534,73.65731223949756,1.4389387968336533,July-2025
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,73480,60406,10,82.20740337506804,0.013609145345672292,July-2025
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,113938,70460,3136,61.84065017816708,2.7523740981937546,July-2025
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,42462,31504,398,74.19339644858933,0.9373086524421836,July-2025
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,159552,92372,5908,57.894604893702365,3.7028680304853587,July-2025
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,73254,50160,108,68.47407650094193,0.14743222213121468,July-2025
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",322,320,0,99.37888198757764,0.0,July-2025
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,114418,71010,598,62.06191333531438,0.522645038368089,July-2025
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,8498,8302,0,97.69357495881383,0.0,July-2025
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,81330,55666,788,68.44460838558958,0.9688921677117915,July-2025
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,1142,770,8,67.42556917688266,0.7005253940455342,July-2025
Y56,R1H,BARTS HEALTH NHS TRUST,267978,150470,9016,56.15013172723135,3.364455291105986,August-2025
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,172742,100466,4050,58.15956744740711,2.344536939482002,August-2025
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,280488,164456,6366,58.632098342888106,2.269615812441174,August-2025
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,17910,12850,98,71.74762702400893,0.5471803461753211,August-2025
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,69226,38052,1930,54.967786669748364,2.787969837922168,August-2025
Y56,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,85862,54132,520,63.04535184365609,0.6056229764039971,August-2025
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",115818,82882,1130,71.56227874769034,0.9756687216149476,August-2025
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,224396,145308,5348,64.75516497620278,2.38328668960231,August-2025
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,107066,63302,3488,59.1242784824314,3.2578035977808084,August-2025
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,73772,50512,1468,68.47042238247573,1.9899148728514882,August-2025
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,142398,86212,3624,60.54298515428588,2.5449795643197235,August-2025
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,159232,95636,3798,60.06079180064309,2.3851989549839225,August-2025
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,53944,34122,1076,63.25448613376835,1.9946611300608037,August-2025
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,16000,11068,492,69.175,3.075,August-2025
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,69576,56012,62,80.50477176037714,0.08911118776589629,August-2025
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,3002,1692,536,56.36242504996669,17.854763491005997,August-2025
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,3834,3634,2,94.78351591027648,0.05216484089723526,August-2025
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,144604,86766,2672,60.00248955768859,1.8478050399712318,August-2025
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,68680,44850,826,65.30285381479325,1.2026790914385557,August-2025
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,147292,85312,2670,57.920321538169084,1.8127257420633844,August-2025
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,119390,76026,2178,63.67870005863138,1.8242733897311334,August-2025
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,182118,110622,2682,60.7419365466346,1.472671564589991,August-2025
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,126296,79902,3660,63.265661620320515,2.897954012795338,August-2025
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,107710,69636,1570,64.65137870207037,1.4576176770959057,August-2025
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,64234,44648,1228,69.50836005853598,1.9117601270355264,August-2025
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,44600,26176,730,58.690582959641254,1.6367713004484303,August-2025
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,78648,45788,1522,58.21889939985759,1.9352049638897366,August-2025
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,82488,58638,864,71.08670352051207,1.047425080011638,August-2025
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,115328,71704,3652,62.17397336293008,3.1666204217536067,August-2025
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,151820,89696,4618,59.08049005401133,3.0417599789224083,August-2025
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,868,862,0,99.30875576036865,0.0,August-2025
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,99922,59818,3628,59.86469446168011,3.6308320489982187,August-2025
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,80240,48510,1290,60.456131605184446,1.607676969092722,August-2025
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,60096,39678,418,66.02436102236422,0.6955537806176784,August-2025
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,119594,80430,72,67.25253775273006,0.060203689148285035,August-2025
Y58,RVJ,NORTH BRISTOL NHS TRUST,88890,58036,370,65.28968387895151,0.41624479694003824,August-2025
Y59,R1F,ISLE OF WIGHT NHS TRUST,27798,17426,242,62.687963162817475,0.8705662277861718,August-2025
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,60376,34876,2384,57.764674705180866,3.948588843248973,August-2025
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,28174,20532,10,72.87570100092283,0.03549371761198268,August-2025
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,142076,78618,3426,55.33517272445734,2.4113854556716126,August-2025
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,126034,77846,3710,61.76587270101719,2.943650126156434,August-2025
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,114978,65740,4524,57.1761554384317,3.934665762145802,August-2025
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,70016,55772,46,79.65607861060329,0.06569926873857404,August-2025
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,101674,60058,4094,59.06918189507642,4.026594802997817,August-2025
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,64350,38888,2408,60.43201243201243,3.742035742035742,August-2025
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,79814,42156,4106,52.81780138822762,5.144460871526299,August-2025
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,38036,23726,748,62.377747397202654,1.9665579976864023,August-2025
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,172540,101470,5442,58.809551408369074,3.154051234496349,August-2025
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,110462,63188,2184,57.20338215857037,1.9771505132986908,August-2025
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,100888,57814,1810,57.305130441677896,1.794068670208548,August-2025
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,160098,87510,4638,54.66027058426713,2.8969756024435034,August-2025
Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,8304,7690,0,92.60597302504817,0.0,August-2025
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,97690,67404,0,68.99785034292148,0.0,August-2025
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,164,164,0,100.0,0.0,August-2025
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,124276,78894,1658,63.48289291576813,1.3341272651195726,August-2025
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,100506,58968,2764,58.67112411199331,2.7500845720653495,August-2025
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,229400,116528,11258,50.796861377506545,4.907585004359198,August-2025
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,7282,7278,0,99.94507003570448,0.0,August-2025
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,216,196,0,90.74074074074075,0.0,August-2025
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,15944,11978,104,75.1254390366282,0.6522829904666332,August-2025
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,56706,40006,22,70.54985363100906,0.03879660000705393,August-2025
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,64792,37922,2136,58.52883071984195,3.296703296703297,August-2025
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,66198,42996,1518,64.95060273724282,2.293120638085743,August-2025
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,132790,83450,2766,62.843587619549666,2.082988176820544,August-2025
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,72260,44322,698,61.33683919180736,0.9659562690285081,August-2025
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,150788,88260,3416,58.53250921824018,2.2654322625142584,August-2025
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,34002,16540,2478,48.64419740015293,7.287806599611788,August-2025
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,154294,84376,3762,54.68521134976084,2.4382023928344587,August-2025
Y60,RLQ,WYE VALLEY NHS TRUST,45316,27642,1508,60.99832288816312,3.327742960543737,August-2025
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,40434,25476,340,63.006380768660044,0.8408764900826038,August-2025
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,92754,58736,412,63.32449274424823,0.44418569549561204,August-2025
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,51236,31568,562,61.61292840971192,1.0968850027324537,August-2025
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,87242,54712,1550,62.71291350496321,1.776667201577222,August-2025
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,76,76,0,100.0,0.0,August-2025
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,49786,28108,556,56.457638693608644,1.116779817619411,August-2025
Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,14658,14068,2,95.97489425569655,0.01364442625187611,August-2025
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,26894,16532,854,61.47096006544211,3.1754294638209264,August-2025
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,195714,109020,8466,55.70373095435176,4.325699745547073,August-2025
