Region Code,Provider Code,Provider Name,Total number of incomplete pathways,Total within 18 weeks,Total 52 plus weeks,% within 18 weeks,% 52 plus weeks,Month
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,60774,43048,32,70.83292197321222,0.05265409550136572,October-2025
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,62590,35404,2670,56.56494647707302,4.265857165681418,October-2025
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,64708,41822,990,64.6318847746801,1.5299499289114176,October-2025
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,131516,84054,2656,63.911615316767545,2.019526141306001,October-2025
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,72510,43822,630,60.435801958350574,0.8688456764584195,October-2025
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,147036,85444,4052,58.11093881770451,2.7557876982507685,October-2025
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,34782,19388,1910,55.74147547582082,5.491346098556725,October-2025
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,153312,83954,3848,54.76022750991443,2.5099144228762262,October-2025
Y60,RLQ,WYE VALLEY NHS TRUST,44806,28464,1306,63.527206177744056,2.9147881980091954,October-2025
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,40116,26312,326,65.58978961013062,0.8126433343304417,October-2025
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,93798,59436,208,63.36595663020533,0.22175312906458558,October-2025
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,50866,31158,494,61.25506232060709,0.9711791766602446,October-2025
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,87898,54034,1404,61.47352613256274,1.597305968281417,October-2025
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,68,66,0,97.05882352941177,0.0,October-2025
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,46588,27374,280,58.75761998797974,0.601013136429982,October-2025
Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,15624,15046,2,96.30056323604711,0.012800819252432157,October-2025
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,26904,16618,638,61.76776687481416,2.3713945881653284,October-2025
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,191610,116118,4016,60.6012212306247,2.0959240123166847,October-2025
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,191908,114204,3366,59.50976509577506,1.7539654417741837,October-2025
Y60,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,137610,73836,4318,53.65598430346632,3.1378533536806916,October-2025
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,218778,113016,6888,51.65784493870499,3.1483970051833365,October-2025
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,116108,68422,1756,58.92961725290247,1.5123850208426637,October-2025
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,176264,105490,4702,59.847728407388914,2.6675895248037036,October-2025
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,129510,74696,1624,57.67585514632074,1.253957223380434,October-2025
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,64526,41304,168,64.01140625484301,0.2603601648947711,October-2025
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,30926,21676,68,70.08989200025869,0.21987971286296318,October-2025
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,362154,180666,29152,49.88651236766679,8.049614252500318,October-2025
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,175116,105224,2224,60.088170127229944,1.270015304141255,October-2025
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",54246,30018,842,55.336799026656344,1.5521881797736239,October-2025
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,70310,36510,3496,51.92717963305362,4.972265680557531,October-2025
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,195238,109300,6506,55.98295413802641,3.3323430889478485,October-2025
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,11786,8696,66,73.78245375869676,0.5599864245715255,October-2025
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,156796,89596,2260,57.141763820505616,1.441363300084186,October-2025
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,68798,35382,3536,51.428820605250145,5.139684293148057,October-2025
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,66392,41068,1842,61.856850222918425,2.7744306542956982,October-2025
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130888,77620,4710,59.30260986492269,3.598496424423935,October-2025
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,165414,84668,8242,51.18551029538008,4.982649594351144,October-2025
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,84388,46860,3894,55.52922216428876,4.614400151680334,October-2025
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,550,260,4,47.27272727272727,0.7272727272727273,October-2025
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,92984,58610,2094,63.032349651552956,2.252000344145229,October-2025
Y61,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,104598,68032,1486,65.04139658502075,1.420677259603434,October-2025
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,367730,197984,11982,53.83950180839203,3.258368911973459,October-2025
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,98906,60296,2626,60.962934503467935,2.655046205488039,October-2025
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,152960,97774,3124,63.92128661087866,2.0423640167364017,October-2025
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,9804,7758,70,79.13096695226439,0.7139942880456956,October-2025
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,34980,21496,534,61.452258433390504,1.5265866209262435,October-2025
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,86404,47368,2986,54.82153603999815,3.455858525068284,October-2025
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,7304,7094,4,97.1248630887185,0.054764512595837894,October-2025
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130650,73608,3324,56.3398392652124,2.5442020665901266,October-2025
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1976,1914,0,96.86234817813765,0.0,October-2025
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,30674,14708,3016,47.949403403533935,9.832431375105953,October-2025
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,28598,17914,182,62.64074410797957,0.6364081404294006,October-2025
Y62,RJN,EAST CHESHIRE NHS TRUST,41546,23568,1310,56.7274827901603,3.153131468733452,October-2025
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,66524,34712,4678,52.17966448199146,7.032048583969695,October-2025
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,281870,152724,9106,54.18242452194274,3.2305672827899388,October-2025
Y62,RMC,BOLTON NHS FOUNDATION TRUST,74732,44148,2114,59.07509500615533,2.828774822030723,October-2025
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,34232,25212,0,73.65038560411311,0.0,October-2025
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",97028,55948,3440,57.661705899328034,3.545368347281197,October-2025
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,68052,46960,1134,69.00605419385177,1.6663727737612415,October-2025
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,94,94,0,100.0,0.0,October-2025
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,5854,5600,0,95.66108643662453,0.0,October-2025
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,70098,40488,1438,57.75913720790893,2.051413735056635,October-2025
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,65464,39344,2554,60.100207747769765,3.9013809116460956,October-2025
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,87060,47938,3114,55.063174821961866,3.5768435561681597,October-2025
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,128608,69532,3852,54.065065936800195,2.9951480467778056,October-2025
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,108592,64848,3588,59.71710623250331,3.304110800058936,October-2025
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,117378,89184,36,75.98016664110821,0.030670142616163163,October-2025
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,64408,42100,290,65.36455098745498,0.45025462675444045,October-2025
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,117448,66188,3618,56.355152918738504,3.0805122266875555,October-2025
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,38984,29218,6,74.94869690129283,0.015390929612148574,October-2025
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,28196,19790,200,70.18726060434103,0.7093204709887928,October-2025
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,23122,15046,518,65.07222558602197,2.240290632298244,October-2025
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,49944,32698,470,65.46932564472209,0.9410539804581132,October-2025
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,62322,40302,1168,64.66737267738519,1.8741375437245276,October-2025
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,80312,47974,1988,59.7345353122821,2.4753461500149414,October-2025
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,78864,44050,2990,55.85565023331305,3.7913369851896936,October-2025
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,111796,67922,2838,60.755304304268485,2.538552363233032,October-2025
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,26450,17950,82,67.86389413988658,0.31001890359168244,October-2025
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,175524,117174,2750,66.75668284679018,1.566737312276384,October-2025
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,178350,131162,2018,73.54191197084384,1.1314830389683208,October-2025
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,70056,57938,4,82.70240950097065,0.005709717939933767,October-2025
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,113192,70264,2732,62.075058308007634,2.4135981341437556,October-2025
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,44582,32906,382,73.8100578708896,0.8568480552689427,October-2025
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,162558,91846,6442,56.500449070485615,3.9628932442574345,October-2025
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,71874,51256,36,71.31368784261346,0.050087653393438514,October-2025
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",316,316,0,100.0,0.0,October-2025
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,112912,69082,384,61.18215955788578,0.3400878560294743,October-2025
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,9560,9282,0,97.09205020920501,0.0,October-2025
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,84574,58060,1106,68.64993969777946,1.3077305081940076,October-2025
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,992,530,30,53.42741935483871,3.024193548387097,October-2025
Y56,R1H,BARTS HEALTH NHS TRUST,266412,149140,7150,55.9809618185367,2.6838130414545893,November-2025
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,168692,99130,3206,58.763901074146965,1.900505062480734,November-2025
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,273802,160730,4760,58.703004360815484,1.7384825530858066,November-2025
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,19364,14128,70,72.96013220409007,0.3614955587688494,November-2025
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,70106,41230,1104,58.81094342852252,1.5747582232619177,November-2025
Y56,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,90804,57260,602,63.05889608387296,0.6629663891458526,November-2025
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,217684,144574,2582,66.4146193564984,1.1861230039874313,November-2025
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,112662,70164,2450,62.27831922032273,2.1746462871243186,November-2025
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,74656,49972,1106,66.93634804972139,1.4814616373767682,November-2025
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,136950,82662,2550,60.359255202628695,1.8619934282584885,November-2025
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,172394,110198,3610,63.92217826606495,2.094040395837442,November-2025
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,55882,33576,1040,60.083747897355146,1.8610643856698041,November-2025
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,15350,10672,410,69.52442996742671,2.671009771986971,November-2025
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,69056,57800,36,83.70018535681186,0.05213160333642262,November-2025
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,2626,1680,64,63.97562833206397,2.437166793602437,November-2025
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,4132,3934,4,95.2081316553727,0.0968054211035818,November-2025
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,149354,91832,3128,61.48613361543715,2.0943530136454327,November-2025
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,55654,38052,528,68.37244402918029,0.9487188701620728,November-2025
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,145522,85704,2472,58.894187820398294,1.6987122222069515,November-2025
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,115592,70016,2106,60.57166585922901,1.8219253927607446,November-2025
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,180446,112998,1544,62.621504494419376,0.855657648271505,November-2025
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,125926,80098,3426,63.607197878118896,2.720645458443848,November-2025
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,104208,70118,1346,67.28658068478428,1.2916474742822048,November-2025
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,63960,43966,1208,68.73983739837398,1.8886804252657912,November-2025
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,42250,25778,524,61.013017751479296,1.2402366863905325,November-2025
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,77176,48630,1090,63.0118171452265,1.4123561729034932,November-2025
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,81968,59772,596,72.92113995705641,0.7271130197150107,November-2025
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,113286,70618,2626,62.33603446145155,2.3180269406634535,November-2025
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,145340,88730,3730,61.04995183707169,2.566396036879042,November-2025
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,1396,1392,0,99.7134670487106,0.0,November-2025
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,98262,59768,3026,60.82514094970589,3.0795220939936088,November-2025
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,83606,49968,1204,59.766045499126854,1.440088031959429,November-2025
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,58374,39798,340,68.17761332099907,0.5824510912392503,November-2025
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,126294,88400,62,69.99540754113418,0.049091801669121256,November-2025
Y58,RVJ,NORTH BRISTOL NHS TRUST,86624,57502,252,66.38114148503878,0.29091244920576287,November-2025
Y59,R1F,ISLE OF WIGHT NHS TRUST,28758,17986,110,62.542596842617705,0.3825022602406287,November-2025
Y59,RA2,ROYAL SURREY NHS FOUNDATION TRUST,58506,35696,1080,61.01254572180631,1.8459645164598502,November-2025
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,27598,19744,14,71.54141604464091,0.05072831364591637,November-2025
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,136414,77214,3220,56.60269473807674,2.3604615362059613,November-2025
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,126798,76982,3560,60.71231407435449,2.80761526207038,November-2025
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,114996,66960,5028,58.228112282166336,4.372325993947616,November-2025
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,68348,55834,62,81.69075905659273,0.09071223737344179,November-2025
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,100422,58890,3482,58.642528529605066,3.4673677082710963,November-2025
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,63522,38804,2042,61.08749724504896,3.2146342999275843,November-2025
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,74208,41422,1828,55.81877964639931,2.4633462699439415,November-2025
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,40036,24978,536,62.38885003496853,1.3387950844240184,November-2025
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,168116,101504,4526,60.37735849056604,2.6921887268314735,November-2025
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,103912,61334,1324,59.024944183539915,1.2741550542766957,November-2025
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,91318,55536,1460,60.816049409754925,1.5988085591011632,November-2025
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,153684,82454,4152,53.65164883787512,2.701647536503475,November-2025
Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,8960,8248,0,92.05357142857142,0.0,November-2025
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,99190,69548,4,70.11593910676478,0.004032664583123299,November-2025
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,182,182,0,100.0,0.0,November-2025
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,123300,79212,1548,64.2433090024331,1.2554744525547445,November-2025
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,96010,57782,2368,60.183314238100195,2.4664097489844807,November-2025
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,231960,120210,9710,51.82359027418521,4.186066563200551,November-2025
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,8256,8250,0,99.92732558139535,0.0,November-2025
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,164,126,0,76.82926829268293,0.0,November-2025
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,15636,12654,46,80.92862624712203,0.2941928882067025,November-2025
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,60816,42672,22,70.1657458563536,0.036174690870823464,November-2025
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,60318,33152,2906,54.96203455021719,4.817798998640539,November-2025
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,63352,41244,912,65.10291703497917,1.4395757040030308,November-2025
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,128690,82284,2364,63.93970005439428,1.8369725697412385,November-2025
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,72628,43794,616,60.29905821446274,0.8481577353086963,November-2025
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,142276,80100,4210,56.29902443138688,2.959037363996739,November-2025
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,33774,19348,1524,57.28667021969562,4.512346775626221,November-2025
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,153154,84244,4216,55.00607231936482,2.752784778719459,November-2025
Y60,RLQ,WYE VALLEY NHS TRUST,43826,28004,1110,63.89814265504496,2.5327431205220647,November-2025
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,39360,25630,346,65.11686991869918,0.8790650406504066,November-2025
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,94360,60364,52,63.97202204323867,0.05510809665112336,November-2025
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,50122,30282,540,60.41658353617174,1.0773712142372611,November-2025
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,87152,52734,1222,60.508077841013396,1.4021479713603817,November-2025
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,66,60,2,90.9090909090909,3.0303030303030303,November-2025
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,44718,26226,242,58.647524486783844,0.5411691041638714,November-2025
Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,14802,14208,0,95.98702877989462,0.0,November-2025
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,26392,16318,454,61.82934222491664,1.7202182479539256,November-2025
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,190438,117010,3104,61.442569235131636,1.6299268003234648,November-2025
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,192974,113830,3284,58.98722107641444,1.701783659974919,November-2025
Y60,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,134942,72398,2974,53.65119829259979,2.203909827926072,November-2025
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,218378,115084,6428,52.69944774656787,2.9435199516434807,November-2025
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,115100,66230,1536,57.54126846220677,1.3344917463075585,November-2025
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,175900,100856,5172,57.33712336554861,2.940306992609437,November-2025
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,135238,79098,1322,58.48799893521052,0.9775358996731688,November-2025
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,67242,44034,136,65.4858570536272,0.20225454329139528,November-2025
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,29724,20812,44,70.01749428071592,0.14802852913470596,November-2025
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,360472,177248,28434,49.171086797310195,7.887991300295169,November-2025
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,172208,103884,2086,60.32472359007711,1.2113258385208585,November-2025
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",52614,29256,726,55.60497206066827,1.3798608735317595,November-2025
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,70020,37844,2932,54.04741502427878,4.187375035704084,November-2025
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,186832,101520,6010,54.33758670891496,3.2167936970112185,November-2025
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,11404,8478,18,74.34233602244826,0.1578393546124167,November-2025
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,158214,90840,2034,57.41590504000909,1.285600515757139,November-2025
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,67780,35446,3374,52.29566243729714,4.977869578046621,November-2025
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,65860,40918,1552,62.1287579714546,2.3565138171879747,November-2025
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,128138,76162,4278,59.43748146529523,3.33858808472116,November-2025
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,154130,84800,7230,55.018490884318425,4.69084539025498,November-2025
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,82310,46140,3862,56.05637225124529,4.692017980804277,November-2025
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,590,266,4,45.08474576271186,0.6779661016949152,November-2025
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,93150,59442,2028,63.81320450885668,2.177133655394525,November-2025
Y61,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,106366,70352,1312,66.14143617321324,1.23347686290732,November-2025
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,359302,194244,10620,54.06148588095808,2.9557308336719528,November-2025
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,96132,57274,2592,59.57849623434445,2.6962925976781924,November-2025
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,149676,93882,3066,62.72348272268099,2.0484245971298,November-2025
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,9752,7556,82,77.48154224774404,0.8408531583264971,November-2025
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,33784,20916,532,61.91096376983187,1.5747099218565,November-2025
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,83778,45756,2288,54.61577024994628,2.7310272386545393,November-2025
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,7050,6846,0,97.1063829787234,0.0,November-2025
